teks,teks_bersih,label,rating,kategori,nama_produk,id_produk,id_toko,url
"Tali sepatunya belang, saya tidak suka dan tidak sesuai pesanan nmr.42 dikirim nmr.40",tali sepatunya belang saya tidak suka dan tidak sesuai pesanan nmr dikirim nmr,negatif,2,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sesuai diskripsi terimakasih,sesuai diskripsi terimakasih,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Mabtabbb murah toooop pokonyaaaa,mabtab murah top pokonya,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sesuai dgn gambar dan lumayan bagus.,sesuai dengan gambar dan lumayan bagus,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Sesuai harga, terimakasih udh sabar min",sesuai harga terimakasih sudah sabar min,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Barang telah sampai, sesuai dengan gambar dan Diskripsi. Semoga awet..",barang telah sampai sesuai dengan gambar dan diskripsi semoga awet,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Barang si oke saya pesan navy size 42 yg dikirim hitam Size 41 , dan packing nya tidak rapih ,,,",barang si ok saya pesan navy size yang dikirim hitam size dan packing nya tidak rapi,negatif,1,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Alhamdulillh barang dah sampe,alhamdulillh barang sudah sampai,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Cepat sampe n tpi knpa g dbngkus yaa kardus ny,cepat sampai n tapi knpa g dbngkus ya kardus nya,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Makasih gan . Moga sukses,terimakasih gan moga sukses,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sepatu nya oke enteng bagus,sepatu nya ok enteng bagus,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Overall okee brgnya....semoga awet.,overall ok brgnya semoga awet,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Harga murah &amp; kualitas bagus,harga murah kualitas bagus,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
barang ok sesuai dgn harga,barang ok sesuai dengan harga,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Brang dah nyampe dengan selamat mkasi gan,",barang sudah sampai dengan selamat mkasi gan,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Produk bagus,bahan jg bagus sesuai dg deskripsi..tp sayang,seller krg teliti.salah size...jd di pake sempit.yaah...hrs 2x blnja akhirnya.lain kali yg lebih teliti boss..biar konsumen tdk kecewa",produk bagus bahan juga bagus sesuai dengan deskripsi tapi sayang seller krg teliti salah size jadi di pakai sempit yaah harus x blnja akhirnya lain kali yang lebih teliti boss biar konsumen tidak kecewa,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Ukurannya sm warna sepatu sesuai dgn yg sy pesan,ukurannya sama warna sepatu sesuai dengan yang saya pesan,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Pengiriman cepat barang sesuai dengan harga,pengiriman cepat barang sesuai dengan harga,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sesuai Dengan picture pokoknya gak kecewa,sesuai dengan picture pokoknya tidak kecewa,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Minta di kirim jumat malah di kirim hari sabtu -__-,minta di kirim jumat malah di kirim hari sabtu,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Produk sesuai pesanan dan datang sesuai ekspektasi.,produk sesuai pesanan dan datang sesuai ekspektasi,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
barang sudah sampai..proses cepat..sesuai deskripsi..saran packing lebih ditingkatkan..,barang sudah sampai proses cepat sesuai deskripsi saran packing lebih ditingkatkan,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Fast reapon tiba dgn selamat trims ya,fast reapon tiba dengan selamat terimakasih ya,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"ukuran, warna sesuai pesanan saya,",ukuran warna sesuai pesanan saya,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sesuai deskripsi dan harga,sesuai deskripsi dan harga,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
Sesuai dengan deskripsi,sesuai dengan deskripsi,positif,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Agak tipis sih, over all good",agak tipis sih over all good,positif,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
"Barang nya nice kak,..  Sesuai harga,..  Matursuwun nggeh kak,.  Terima kasih suka sepatu nya",barang nya nice kak sesuai harga matursuwun nggeh kak terimakasih suka sepatu nya,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Keren  tambah ganteng😁😁😁😁,keren tambah ganteng,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Bakal jadi langganan ini klo cari2 sepatu yg enak buat dipakai,bakal jadi langganan ini kalau cari sepatu yang enak buat dipakai,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Bahan nya ringan gk kaku dipakek,bahan nya ringan tidak kaku dipakek,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Barang sesuai pesanan.  Thanks,barang sesuai pesanan terimakasih,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Produk bagus dan respon penjual cepat,produk bagus dan respon penjual cepat,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Pengirimannya Good Bangettt!!!,pengiriman good banget,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Ok bagus top markotop..........,ok bagus top markotop,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Barang sesuai deskripsi, untuk barang dengan harga segitu mantap lah :)",barang sesuai deskripsi untuk barang dengan harga segitu mantap lah,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"barang baru saya terima. barang ok lah, sesuai harganya.",barang baru saya terima barang ok lah sesuai harganya,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
makasi barang sudah sampai kualitas sesuai harga lah,terimakasih barang sudah sampai kualitas sesuai harga lah,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Barang sudah sampai sepatu nya bagus tapi packing nya kurang rapih penyok2 gitu kardus nya tapi gk papa lah,barang sudah sampai sepatu nya bagus tapi packing nya kurang rapi penyok gitu kardus nya tapi tidak papa lah,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Ada harga ada kualitas kok, 5star",ada harga ada kualitas kok star,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Barangnya oke, no problem.
Terimakasih",barang ok no problem terimakasih,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"respon cepat, sesuai gambar, recoment banget deh",respon cepat sesuai gambar recoment banget deh,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Barang nya udah nyampe, pengiriman cepat, terimakasih.",barang nya sudah sampai pengiriman cepat terimakasih,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Sesuai deskripsi mantaaaaf gan sukses terus,sesuai deskripsi mantaf gan sukses terus,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Mantabbbb gannnnnn.......,mantap gan,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Respon cpt barang sesuai harga mantapp,respon cepat barang sesuai harga mantapp,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
barang sudah sampai sesuai dengan permintaan saya. penjualnya juga baik dan respon chatnya juga cepat. sukses buat usahanya,barang sudah sampai sesuai dengan permintaan saya penjualnya juga baik dan respon chatnya juga cepat sukses buat usahanya,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Barangnya Bagus Sesuai Pesanan Top Dech Pokoknya 👍👍,barang bagus sesuai pesanan top dech pokoknya,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Sepatunya bagus, harga dengan barang sesuai,  tidak kemahalan, kualitas cukup oke",sepatunya bagus harga dengan barang sesuai tidak kemahalan kualitas cukup ok,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Baguss Sepatu Nya sesuai Harga,baguss sepatu nya sesuai harga,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Sesuai dengan harga.  Pokonya mantulllllll,sesuai dengan harga pokonya mantap,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
mantulllllll kerennnnnnnnnnn,mantap keren,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Barang sudah diterima ,hanya saja kecewa dengan pengirimannya yg lama",barang sudah diterima hanya saja kecewa dengan pengiriman yang lama,negatif,2,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Sumpah bnr2 cute bgt 😍 sesuai ekspektasi bgt 😢😢 huhuhu i like it ❤❤❤❤,sumpah benar cute banget sesuai ekspektasi banget huhuhu i like it,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Barangnya bagus dan lumayan murah,barang bagus dan lumayan murah,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Sesuai dgn deskripsi
Recommended...........",sesuai dengan deskripsi recommended,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Sesuai pesanan,  agak lama sampai ya",sesuai pesanan agak lama sampai ya,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Bagus, sesuai harga, pengirimannya lamaaa, mantap lah",bagus sesuai harga pengiriman lama mantap lah,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
"Trimaksih barang udah sampe 
Rapi barang ny bagus mdh&#34;n awet...
Buat 5 th kedepan",trimaksih barang sudah sampai rapi barang nya bagus mdh n awet buat th kedepan,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
barang sesuai harga................!!,barang sesuai harga,positif,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Respon pengiriman cepat,respon pengiriman cepat,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Sesuai deskripsi... good seller,sesuai deskripsi good seller,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
Barang sesuai dengan yang dipesan serta sesuai deskripsi gambarnya.,barang sesuai dengan yang dipesan serta sesuai deskripsi gambarnya,positif,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
